Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,₹438K - ₹641K (Glassdoor Est.),"Experienced professional or an active researcher in one or multiple of the following areas: OCR-ICR technologies, Artificial Intelligence, Semantic Technologies, Natural Language Processing, Image Mining, Pattern Recognition on Digital Media ,and Information Retrieval (handling data types, ranging from traditional structured data, semi-structured data such as logs; text, social networks, audio, images, and video)
Experience in Neural network, Deep learning (Feed forward, Recursive, Recurrent LSTM, Auto encoder, CNN), Transfer
Minimum 4-8 years of
Full Stack developer using Tensor flow, Theano, Caffe
Familiarity with details of implementing algorithms on multi-core CPUs, clusters (MPI), GPUs
Strong knowledge in Capability to develop production ready solution using Python.
Worked as a Data Scientist in the product development project
Experience in distributed frameworks (e.g. Graph Lab, Spark, Hadoop)
Experience in Mongo DB, Index server, Graph DB, MQ.",3.2,"Innominds Software
3.2",Hyderābād,-1,501 to 1000 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
Data Analyst,₹438K - ₹641K (Glassdoor Est.),"Role: Data Analyst

Location: Gurgaon, India

GroundTruth enables real-time, location-based marketing, without the guesswork. Working with GroundTruth, marketers can deliver more relevant, personalized messages to the right people they want to reach, based on the real places they visit every day. Each month, GroundTruths patented location platform helps marketers reach over 500 million people globally via more than 100 thousand popular mobile applications. With GroundTruth, marketers can say goodbye to assumptive marketing and reach the right people at real places in real-time with precision, relevance and confidence. Learn more: www.groundtruth.com

This will be an exciting and challenging role that will enable you to work with very large data sets, expose you to cutting edge analysis techniques, work with the latest components in cloud architecture and gain experience in the usage of location data to drive businesses. Working in a dynamic start up environment will give you significant opportunities for growth within the organization.

A successful applicant will be passionate about technology and developing a deep understanding of human behavior in the real world. They would also have excellent communication skills, be able to synthesize and present complex information and be a fast learner.

You will:
Become an expert in location marketing
Understand the business requirement for analytics and formulate approach by identifying key datasets, various assumptions, methodology to be used
Present the analysis in crisp and clear manner for solving location data anomalies/issues
Analyse trends to identify discrepancies to point out reasons for the changes in observed patterns
Provide feedback and share knowledge with the Supply & Data Partnerships and Product team to drive improvement and enhancements
Define proper measurable metrics/variables for analyzing a business problem and provide actionable recommendations
Minimum Qualifications:
BA/BSc/B.E./BTech degree from Tier 1 college in Computer Science, Statistics, Mathematics, Economics or related fields
1-2 years of experience in working with data and conducting statistical and/or numerical analysis
Ability to write SQL code and familiarity with R/Python, Linux shell commands
Be willing and able to quickly learn about new businesses, database technologies and analysis techniques
Ability to tell a good story and support it with numbers and visuals
Strong oral and written communication
Preferred Qualifications:
Experience working with large datasets
Experience with AWS analytics infrastructure (Redshift, S3, Athena, Boto3)
Experience building analytics applications leveraging R, Python, Tableau, Looker or other
Experience in geo-spatial analysis with POSTGIS, QGIS",3.3,"GroundTruth
3.3",Gurgaon,-1,201 to 500 Employees,2009,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist at HPE Storage,₹438K - ₹641K (Glassdoor Est.),"Hewlett Packard Enterprise creates new possibilities for technology to have a meaningful impact on people, businesses, governments and society. HPE brings together a portfolio that spans software, services and IT infrastructure to serve more than 1 billion customers in over six continents. HPE invents, engineers, and delivers technology solutions that drive business value, create social value, and improve the lives of our clients.
Learning does not only happen through training. Relationships are among the most powerful ways for people to learn and grow, and this is part of our HPE culture. In addition to working alongside talented colleagues, you will have many opportunities to learn through coaching and stretch assignment opportunities. You’ll be guided by feedback and support to accelerate your learning and maximize your knowledge. We also have a “reverse mentoring” program which allows us to share our knowledge and strengths across our multi-generation workforce.
HPE makes Hybrid IT simple. HPE helps customers to design the right mix of Hybrid IT to serve their unique needs. We bring next generation infrastructure that uses intelligent software to simplify and accelerate the delivery of new apps, services and business insights. Providing with new ways to deliver and manage IT on-premises and in the cloud.
Responsibilities:
Identify valuable data sources based on domain knowledge and by working with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Undertake pre-processing of structured and unstructured data and perform EDA to discover trends and patterns on large datasets. Optimize the processes for scaling to “Big-Data” scale of dataset.
Assess the effectiveness and accuracy of data sources and data gathering techniques.
Build predictive models and machine-learning algorithms on these datasets. Develop custom data models and algorithms , combine models through ensemble modelling etc based on the needs.
Present information using data visualization techniques for explaining and justifying the models and analysis.
Develop testing framework for testing model quality. Come up with processes and tools to monitor and analyze model performance and data accuracy.
Productize the data science work by developing a software for the deployment and hosting of the models for other partner teams to consume. This will include hands-on work in software development including designing and implementation of the solution as well as dev-ops for deployment of the solution.
Propose solutions and strategies to complex business challenges and be responsible for the end to end conceptualization, development and Productization of the machine learning solution.
Embrace 'agile' methodologies and deliver within the constructs of an agile SCRUM team.
Education and Experience Required:
BE/MS in Computer Science from leading engineering institutions in India/abroad. Graduates/PGs of tier1 institutions only(IIT/NIT preferred)
Typically 8-12 years experience.
Knowledge and Skills:
Atleast 4-5 years of product development experience in AI led solutions (preferably in the Storage Management software domain) with working experience as a Data Scientist/ on Machine learning
Hands on experience in application development in languages like Python/ Scala
Exposure to deployment applications using DevOps tools like Docker, Kubernetes etc
Must have prior experience with EDA and model development on numeric/metric data
ML Programming experience in Python/R with extensive hands-on experience of working on Jupyter Notebooks / RStudio/ Zeppelin etc
Ability to manipulate and visualize data and present your findings independently, hands on experience with Matplotlib, Ggplot, Plotly etc
Knowledge and hands-on experience of a variety of machine learning techniques (Clustering, Decision Tree learning, Random Forests, Artificial Neural Networks, etc.)
Knowledge and hands-on experience of advanced statistical techniques and concepts (Regression, properties of distributions, statistical tests and proper usage, etc.)
Hands on experience in Apache Spark to run jobs to train models on “Big-Data” scale of datasets over data lakes like S3, NFS, HDFS etc
Exposure with a deep learning framework such as TensorFlow or Keras would be good
Experience with a database like Cassandra/TimescaleDB etc
Should be able to handle ambiguity and be open to exploring multiple approaches/variations to arrive at the final solution
We offer:
A competitive salary and extensive social benefits
Diverse and dynamic work environment
Work-life balance and support for career development
Want to know more about HPE? Then let’s stay connected!
https://www.facebook.com/HPECareers
https://twitter.com/HPE_Careers
#LI-SN1
1074343",4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹438K - ₹641K (Glassdoor Est.),"About You
As a Data Scientist you will join our data science community of practices and your input on how to improve processes and maintain a high quality will be very welcomed. Career progression is as important to us as it is for you! With our expanding teams and business we will encourage you to outgrow your initial responsibilities, if you so desire. This role offers an exceptional opportunity to make a real difference in a rapidly expanding company!
Some of the things you'll be doing:
Conducting independent validation of new and existing data models.
Working in the Risk and Compliance team as the second line of defense.
Testing and checking the complex data models built by the awesome data team. This could include models such as the risk engine, transaction monitoring or the credit decisioning engine.
Providing crucial assurance that the models built are fit for purpose, delivering business value, and are accurate.
Collaborating closely with the data team and engineering teams to rectify any issues identified.
You'll be a great fit if you have:
You have attention to detail - you spot issues or inconsistencies, and question everything.
You can collaborate and are happy working with a variety of teams.
You able to challenge where required - but in the right way, soft skills are important here!
You have excellent communication skills including the ability to explain statistical concepts and technical issues to business users
You have excellent understanding of risk management, specifically for financial crime and credit risk are a self-starter - you take initiative in spotting opportunities and finding ways to solve challenges with data
You have the ability to deal with ambiguity and competing objectives in a fast paced environment
You have extensive experience with Machine Learning tools - TensorFlow, Keras or PyTorch
You have 5+ years of experience in Machine Learning or Statistical Modelling. Strong in Python and bash.
You are experienced with big-data technologies such as Spark, SparkML, Hadoop etc. Strong knowledge of Cloud (AWS or other).
Familiarity with basic data table operations (SQL etc.), data transform in warehouse (dbt etc.) and business intelligence software's (eg. Looker)
You may also be experienced working for a Fintech or FCA regulated business
You may also have experience working in a Scale-Up.
About Tide?
We're the UK's leading provider of smart current accounts for sole traders and small companies. We're also on a mission to save business owners time and money on their banking and finance admin so they can get back to doing what they love - for too long, these customers have been under-served by the big banks.
Our offices are in London, UK, Sofia, Bulgaria and Hyderabad, India, where our teams are dedicated to our small business members, revolutionizing business banking for SMEs. We are also the leading provider of UK SME business accounts and one of the fastest-growing fintech's in the UK.
We're scaling at speed with a focus on hiring talented individuals with a growth mindset and ownership mentality, who are able to juggle multiple and sometimes changing priorities. Our values show our commitment to working as one team, working collaboratively to take action and deliver results. Member first, we are passionate about our members and put them first. We are data-driven, we make decisions, creating insight using data.
We're also one of LinkedIn's top 10 hottest UK companies to work for.
What you'll get in return:
Competitive salary
25 days holiday
Family medical Insurance
Life and Accidental insurance
Dental Benefit
We invest in your development with individual L&D
Flexible working options
Share Options
Here's what we think about diversity and inclusion…
We build our services for all types of small business owners. We aim to be as diverse as our members so we hire people from a variety of backgrounds. We're proud that our diversity not only reflects our multicultural society but that this breadth of experience makes us awesome at solving problems. Everyone here has a voice and you'll be able to make a difference. If you share our values and want to help small businesses, you'll make an amazing Tidean.",-1,Careers at Tide,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,₹438K - ₹641K (Glassdoor Est.),"Data Scientist

At Razorpay, we rely on insightful data to power our systems and solutions. We’re seeking experienced data scientists to deliver those insights to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you’d expect, along with natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean the data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden with the ultimate goal of realizing the data’s full potential. You are expected to bring in a strong experience of using a variety of data mining methods and tools in building models and running simulations. You must have a proven ability to drive business results with data-based insights and more importantly you should be comfortable working with a wide range of stakeholders and functional teams. You will be instrumental in helping the business continue its evolution into an analytical and data-driven culture.

Roles & Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Develop a use case roadmap for a problem area or capability for the business. Frame the business problem into a Data Science or modelling problem.
Extract data from multiple sources. Mine and analyze data from company databases to drive optimization and improvement of product.
Work as the data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products.
Enhance data collection procedures to include information that is relevant for building analytic systems. Processing, cleansing, and verifying the integrity of data used for analysis. Undertake preprocessing of structured and unstructured data.
Run data exploration to understand relationships and patterns within the data, develop data visualisation to represent and be able to demonstrate the relationships identified from data exploration.
Data mining using state-of-the-art methods. Selecting features, building and optimizing classifiers using machine learning techniques.
Refine and deepen understanding of the algorithmic and inferential aspects of statistical analysis. Evaluate new algorithms from latest research and develop intuition about the problems for which they are likely to improve the state of the practice.
Build training pipelines for the production environment. Develop and execute on a plan for continuous iteration and refinement of a new model.
Provide inputs for design, quality assurance parameters and support implementation for the model in online environment.
Provide inputs and determine infra requirements and infra management for model deployment.
Lead debugging of data pipelines and model behaviour in production environment.Develop dashboards to enable easy tracking and communication of model impact.

Desired Skills & Experience
We’re looking for someone with 1-3 years of experience manipulating data sets and building statistical models, with a Bachelor’s/Master’s/PhD degree in Statistics, Mathematics, Computer Science or another quantitative field, from any of the top-tier colleges.
Data-oriented personality. Strong problem solving skills with an emphasis on product development.
Great communication skills. Excellent written and verbal communication skills for coordinating across teams.
Good applied statistics skills such as distributions, statistical testing, regression.
Good scripting and programming skills. Experience using statistical computer languages, Python, R, SQL to manipulate data and draw insights from large data sets. Familiarity with Scala, Golang or Java is an asset.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, artificial neural networks and their real-world advantages or drawbacks. Knowledge of deep learning techniques is a plus.
Experience with common data science toolkits such as R, NumPy, MatLab, Pandas, Scikit-learn, TensorFlow, Keras etc.
Experience with data visualisation tools such as D3.js, GGplot.
Proficiency in using query languages such as SQL.
Experience with NoSQL databases such as MongoDB, Cassandra, HBase is desired.
Experience with distributed data/computing tools like Map/Reduce, Hadoop, Hive, Spark is a big plus.",3.9,"Razorpay
3.9",Bangalore,-1,501 to 1000 Employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist - Data Sciences,₹438K - ₹641K (Glassdoor Est.),"GEP is a diverse, creative team of people passionate about procurement. We invest ourselves entirely in our client’s success, creating strong collaborative relationships that deliver extraordinary value year after year. Our clients include market global leaders with far-flung international operations, Fortune 500 and Global 2000 enterprises, leading government and public institutions.
We deliver practical, effective services and software that enable procurement leaders to maximise their impact on business operations, strategy and financial performance. That’s just some of the things that we do in our quest to build a beautiful company, enjoy the journey and make a difference. GEP is a place where individuality is prized, and talent respected. We’re focused on what is real and effective. GEP is where good ideas and great people are recognized, results matter, and ability and hard work drive achievements. We’re a learning organization, actively looking for people to help shape, grow and continually improve us.
Are you one of us?
GEP is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, ethnicity, color, national origin, religion, sex, disability status, or any other characteristics protected by law. We are committed to hiring and valuing a global diverse work team.
For more information please visit us on GEP.com or check us out on LinkedIn.com.

· Lead and own multiple projects/areas of research.
· Work with Data Architects to leverage existing data models and build new ones as needed.
· Mentor junior data scientists and interns.
· Collaborate with product development teams productize machine learning models and solutions on
our platform.
· Demonstrating your work to our clients or potential clients. Present your work in both GEP internal
forums and conferences.
· Work on IP generation such as patents, journal papers and conference papers.
· Develop new and apply/extend existing, concepts, methodologies, techniques for cross functional
initiatives

Primary Skills:
· MS/PhD degree in Computer Science, Computer Engineering, Applied Mathematics, Operations
research or related technical discipline with 5+ years of industry experience in Data Science.
· Experience working with supervised/unsupervised learning ML models such as support vector
machines (SVM), neural networks, Bayesian models, CNN, RNN, computer vision techniques,
reinforcement learning etc. The ideal candidate will have a wide coverage of the different
methods/models, and an in-depth knowledge of some.
· Demonstrated experience in natural language understanding.
· Strong coding experience in Python, R and Apache Spark. Python Skills are mandatory.
· Experience with NoSQL databases, such as MongoDB, Cassandra, HBase etc.
· Proven ability of working on open source frameworks such as Keras, TensorFlow, SparkML, H20 etc.
· Experience of working on Microsoft Azure is a plus although not mandatory.
· Proven experience writing production-grade software
· Extensive experience in model development and life-cycle-management in one or more industries.",3.9,"GEP
3.9",Hyderābād,-1,1001 to 5000 Employees,1999,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist,₹438K - ₹641K (Glassdoor Est.),"Job Description

POSITION PURPOSE:
The individual works collaboratively with interdisciplinary scientists, IT and engineering professionals across the organization to solve critical problems and answer important questions that drive key decisions for our business.
Fosters new game changing ideas to produce sophisticated, intelligent optimization solutions and predictive models.
Works on a team as an individual contributor with other Data Scientists.



YOUR TASKS AND RESPONSIBILITIES:
Providing technical contributions in a fast-paced team environment to accelerate our efforts on building an analytics-driven product pipeline.
Independently perform statistical analysis, computer programming, predictive modeling and experimental design.
Build cross-functional relationships to collaboratively partner with the business and effectively network within the Data Science Community.
Using advanced mathematical models, machine learning algorithms, operations research techniques, and strong business acumen to deliver insight, recommendations, and solutions.
Developing sustainable, consumable, accurate, and impactful reporting on model inputs, model outputs, observed outputs, business impact, and key performance indicators. Present compelling, validated stories to all levels of organization, including peers, senior management, and internal customers to drive both strategic and operational changes in business.


WHO YOU ARE:
Bachelors degree with 5+ years of experience or Masters degree with 2+ years experience or PhD.
Educational preparation or applied experience in at least one of the following areas: Machine Learning, Electrical/Industrial Engineering, Operation Research, Statistical Genetics, Statistics, Biostatistics, Bioinformatics, Genomics, Computational Biology, Applied Mathematics, Computer Science or other related quantitative discipline.
Demonstrates intermediate proficiency in computational skills and level of experience building data models using R, Python or other statistical and/or mathematical programming packages.
Strong proficiency in predictive modeling—to include comprehension of theory, modeling/identification strategies and limitations and pitfalls.
Intermediate proficiency in machine learning algorithms and concepts.
Experience in successful delivery of valuable analysis through application of domain knowledge; evidence of ability to strong business acumen.
Strong communication competencies to include presentations and delivery of complex quantitative analyses in a clear, concise and actionable manner to extended team and small groups of key stakeholders.
Salary:
Not Disclosed by Recruiter
Industry:
Agriculture / Dairy
Functional Area:
Analytics & Business Intelligence
Role Category:
Analytics & BI
Role:
Data Analyst
Employment Type:
Full Time, Permanent
Key Skills
Data Science
Predictive Modeling
R
Genomics
operations research
AI
Genetics
Machine Learning
Bioinformatics
Statistical Analysis
Statistics
Python
Desired Candidate Profile
Please refer to the Job description above
Education-
PG:
MS/M.Sc(Science) - Any Specialization
Company Profile
Bayer
Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Our products and services are designed to benefit people and improve their quality of life. At the same time, we aim to create value through innovation, growth and high earning power.
Our products help address some of today’s biggest challenges, including global population growth, an aging society and the need to make efficient – and, wherever possible, sustainable – use of natural resources.
In line with our mission “Bayer: Science For A Better Life,” we aim to improve people’s quality of life by preventing, alleviating or curing diseases. We also help provide an adequate supply of high-quality food, feed and renewable plant-based raw materials. For these endeavors, we focus on developing and successfully commercializing innovative products and solutions based on scientific knowledge.",4.1,"Bayer
4.1",Bangalore,-1,5001 to 10000 Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Scientist,₹438K - ₹641K (Glassdoor Est.),"Company Overview

Fanatics is the global leader in licensed sports merchandise and changing the way fans purchase their favorite team apparel and jerseys. Through an innovative, tech-infused approach to making and selling fan gear in today's on-demand culture, Fanatics operates more than 300 online and offline stores, including the e-commerce business for all major professional sports leagues (NFL, MLB, NBA, NHL, NASCAR, MLS, PGA), major media brands (NBC Sports, CBS Sports, FOX Sports) and more than 200 collegiate and professional team properties, which include several of the biggest global soccer clubs (Manchester United, Real Madrid, Chelsea, Manchester City). Fanatics offers the largest collection of timeless and timely merchandise whether shopping online, on your phone, in stores, in stadiums or on-site at the world's biggest sporting events.

About the Team

Fanatics is first and foremost a technology company. We are powered by cutting-edge tech created by our small agile teams using the latest tools and technologies under our highly analytical, forward thinking, and open-minded leadership. As the global leader in licensed sports merchandise, we challenge ourselves by improving our new fully responsive NodeJS cloud commerce platform, Elasticsearch engine, and deep data science capabilities while building the best-in-class retail manufacturing and supply chain technologies. Our tech teams work together to revolutionize data science and engineering initiatives, provide highly scalable real-time and streaming platforms, and create secure e-commerce and in-stadium fan experience products. Our own e-commerce platform transacts in over 190 countries, 17 languages, and 14 currencies. Our motto is “#GSD”—get stuff done—and we do just that. If you want to be at the nexus of sports, commerce, and technology, come be a part of our industry-leading team here at Fanatics Tech.

Data Scientist

At Fanatics, we are passionate about leveraging data to drive growth and operational efficiencies. We firmly believe in putting data at the forefront of delivering an engaging experience for our sports fans!
Fanatics Inc. is looking for highly motivated individuals to join our Data Science and Engineering team. You will collaborate closely with other, engineering, PMs, cross-functional business units to address challenging problems using techniques from applied statistics, machine learning and/or data mining fields.
What You'll Be Doing :
Build, deploy, and maintain predictive models in one or more of the following areas:
Search, Product Ranking, Learning-to-Rank, Recommendations Systems, NLP
CRM/Email and eMarketing optimization
Price and promotion optimization
Dive into complex data sets to analyze trends and identify opportunities for improvement.
Collaborate cross-functionally with diverse teams (e.g. marketing operations, technology, merchandising, procurement, apparel design/production) to understand business objectives and design and implement data-driven solutions
What We're Looking For :
Must have excellent academic and conceptual knowledge on data science, machine learning, statistics or AI
2+ years Experience developing machine learning and statistical models for solving real-world problems.
Strong algorithmic thinking and passion for empirical research to answer hard questions.
Ability to communicate complex quantitative analysis, analytic approaches and findings in a clear, precise, and actionable manner.
Working knowledge of big data processing technologies such as Hadoop, Hive, Pig and Spark.
Ability to use SQL to perform data analysis.
Have a BS/MS/PhD in Statistics, Applied Math, Operational Research, Computer Science or related field.
Tryouts are open at Fanatics! Our team is passionate, talented, unified, and charged with creating the fan experience of tomorrow. The ball is in your court now.",3.5,"Fanatics Inc.
3.5",Hyderābād,-1,5001 to 10000 Employees,1996,Company - Private,Sporting Goods Stores,Retail,$1 to $5 million (USD),-1
Senior Data Scientist,₹438K - ₹641K (Glassdoor Est.),"Job Title
Senior Data Scientist

Position Level
IN4

Work Location
Bangalore

About Walmart

With yearly revenue of $524 bn, Walmart employs approximately 2.2 million associates worldwide. We innovate to deliver a simple and seamless experience for our customers. Our tech talent solves the biggest and most complex problems. They drive digital transformation where data and analytics are enabling us to better serve our customers and create a digital relationship with them. As our customers evolve and adapt, we are taking it a few notches further here. We’re changing what customers can expect from the experience of shopping, from physical stores, to mobile, social and even online forums; we’re not just ready for the future of shopping, we’re creating it.

Walmart India Development Centre is the cutting-edge technology arm of Walmart that
helps to operate our stores across the world. If you’re thinking ‘scale’, think bigger and don’t stop there. At Walmart India Development Centre, we don’t just innovate, we enable transformations across stores and different channels for the Walmart experience. Take a regular day at Walmart Labs and match that with 265 million customers transactions a week, 11,500 stores under 56 banners in 27 countries, and eCommerce websites in 10 countries. That’s Walmart Labs for you.

Team and Position Summary

Retail and Emerging Tech
This is the team which builds reusable technologies that aid in acquiring customers, onboarding and empowering merchants besides ensuring a seamless experience for both these stakeholders. They also optimize tariffs and assortment, adhering to the Walmart philosophy - Everyday Low Cost. In addition to ushering in affordability, they also create personalized experiences for customers the omnichannel way, across all channels - in-store, on the mobile app and websites.

Marketplace business is a key part of Walmart US ecommerce. The objective of the marketplace engineering organization is to build the best in class marketplace experience for our sellers and customers. The senior data scientist role will be part of the data science team and will play a key role working along with others within the Marketplace engineering organization, product managers and business stakeholders to build Machine Learning products.

Position Responsibilities
o Solve business problems by applying advanced Machine Learning algorithms and complex statistical models on large volumes of data.
o Build, scale and deploy holistic data science products after successful prototyping.
o Clearly articulate and present recommendations to business partners, and influence future plans based on insights.
o Follow industry best practices, stay up to date with the state of the art in machine learning research and practice, drive innovation by contributing to the latest applied research in data science through publications and patents.
o Promote and support company policies, procedures, mission, values, and standards of ethics and integrity.

Position Requirements
o Deep knowledge of the foundations of machine learning and statistics – can easily understand and implement a machine learning research paper.
o Solid experience working with state-of-the-art supervised and unsupervised machine learning algorithms on real-world problems, preferably in ecommerce domain.
o Strong Python coding skills and able to work with at least one other programming language such as Java/Scala.
o Ability to work in a big data ecosystem - expert in SQL/Hive and ability to work with Spark.
o Strong ability to understand the business and good stakeholder management capabilities.
o Qualifications
o PhD with > 2 years of experience / 4-year bachelor’s degree with > 7 years of experience / Master’s degree with > 5 years of experience. Educational qualifications should be preferably in Computer Science or a related area. Experience should be relevant to the role.
o Good to have:
o Experience in ecommerce domain.
o Demonstrated success in data science platforms like Kaggle.
Equal Opportunity Employer Statement

Walmart Inc. is an Equal Opportunity Employer – By Choice. We believe we are best equipped to help our associates, customers and the communities we serve live better when we really know them. That means understanding, respecting and valuing diversity, unique styles, experiences, identities, ideas and opinions – while being inclusive of all people.",3.3,"Walmart
3.3",Bangalore,-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Responsibilities for Data Scientist
Work with stakeholders throughout the organization to build proof of concepts for new business solutions.
Efficiently explore new data sources and assess data gathering techniques.
Help to conceptually frame and refine relevant business questions.
Build robust data pipelines.
Develop custom machine learning models and algorithms.
Coordinate with different functional teams to implement and productionize models while monitoring the performance.
Communicate findings to different stakeholders.
Essential Skills and Qualifications for Data Scientist
At least 3 years experience in a Data Science role
Strong critical thinking and problem-solving skills.
Experience using statistical computer languages (preferably python or R) to manipulate data and draw insights from large data sets.
Experience working with databases (e.g. SQL).
Profound knowledge of a variety of machine learning techniques (clustering, classification, regression, deep learning) and their real-world advatages/drawbacks.
Good knowledge of advanced statistical techniques and concepts (hypothesis testing, Bayesian statistics, properties of distributions) and experience with applications.
Excellent written and verbal communication skills for coordination and communication.
Curiosity and research attitude to learn new ideas and techniques.
Coding experience (preferably python) to write robust and high standard code; experience with version control (preferably git)
Its a bonus if you also have
Automotive
Deep learning
Probabilistic graphical models
Numerical optimization
Economics
-----------------------------------------------

Inclusion and diversity are critical to the success of IHS Markit, and we actively encourage applications from people of all backgrounds. We are committed to providing equal employment opportunity without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, status as a protected veteran, or any other protected category. For more information on the many ways in which we enthusiastically support inclusion and diversity efforts for both candidates and employees, please access our Inclusion & Diversity Statement here.
We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.

For information please click on the following links:

IHS Markit Business Code of Conduct
Right to Work
EEO is the Law
EEO is the Law Supplement
Pay Transparency

-----------------------------------------------

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.",4.1,"IHS Markit
4.1",Gurgaon,-1,10000+ Employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),-1
Business and Data Analyst - GUR,₹533K - ₹758K (Glassdoor Est.),"Description

About this role

Team Overview

BlackRock is seeking a problem-solver who can immediately add new value to the Index & Data Solutions team (IDS). This team is responsible for the index and market data strategy for the firm and the management of the commercial relationships with each provider. This administration position is within the IDS Operations team and will be responsible for market data invoice processing, issue & inquiry resolution, and spend inventory maintenance.

Role Responsibility
Business analyst/Citizen developer function with hands on solution design and implementation
Develop technical solutions to process and data inefficiencies building capacity within IDS
Work with team members across BLK to leverage available tools and platform to create scalable solutions
Create datasets, reporst and analytics structures for internal stakeholders
Experience
Graduate or post-graduate degree in related field or applicable work experience.
Basic knowledge of Financial Markets
Experience working on Software as A Service (SAAS) required
Advanced Excel knowledge, knowledge and coding experience with SQL, Python, Java, RPA preferred
Data visualization experience preferred
Strong problem solving and analytical skills
Excellent time-management skills
Excellent communicator and a self-starter attitude who can deliver despite challenges
Highly organized, adaptable, with a sense of urgency and ability to handle multiple priorities, meeting deadlines while maintaining composure and integrity.
Enjoy working in and contribute to an inclusive & diverse environment
Team player who contributes to overall team performance and objectives
Our benefits

To help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about.

About BlackRock
BlackRock's purpose is to help more and more people experience financial well-being. As a fiduciary to investors and a leading provider of financial technology, our clients turn to us for the solutions they need when planning for their most important goals. As of September 30, 2020, the firm managed approximately $7.81 trillion in assets on behalf of investors worldwide.
For additional information on BlackRock, please visit www.blackrock.com/corporate | Twitter: @blackrock | LinkedIn: www.linkedin.com/company/blackrock.

BlackRock is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law.

BlackRock will consider for employment qualified applicants with arrest or conviction records in a manner consistent with the requirements of the law, including any applicable fair chance law.",4.0,"BlackRock
4.0",Gurgaon,-1,10000+ Employees,1988,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
